1: Atukwase I Gilbert  OLD EMAIL: sejjtechnologies@gmail.com -> NEW EMAIL: atukwase@gmail.com
2: Byaruhanga  H Benedict  OLD EMAIL: student1@gmail.com -> NEW EMAIL: byaruhanga@gmail.com
3: Kato V Brian OLD EMAIL: kato@gmail.com -> NEW EMAIL: kato@gmail.com
4: Aryatujuna Katala Franklin  OLD EMAIL: aryatujuna@gmail.com -> NEW EMAIL: aryatujuna@gmail.com
5: Sunday  B David  OLD EMAIL: student2@gmail.com -> NEW EMAIL: sunday@gmail.com
6: Mukasa  X Joseph  OLD EMAIL: student3@gmail.com -> NEW EMAIL: mukasa@gmail.com
7: Ashaba S Godwin  OLD EMAIL: student4@gmail.com -> NEW EMAIL: ashabagodwin@gmail.com
9: Akansasira M Grace OLD EMAIL: grace@gmail.com -> NEW EMAIL: akansasira@gmail.com
10: Mutebi N Brian  OLD EMAIL: student5@gmail.com -> NEW EMAIL: mutebi@gmail.com
11: Ninsiima R Clare OLD EMAIL: student6@gmail.com -> NEW EMAIL: ninsiima@gmail.com
17: Ataamba  Lonah Maria OLD EMAIL: student7@gmail.com -> NEW EMAIL: ataamba@gmail.com
18: Niwarinda M Peter  OLD EMAIL: student8@gmail.com -> NEW EMAIL: niwarinda@gmail.com
19: Akankunda M Sophea OLD EMAIL: student9@gmail.com -> NEW EMAIL: akankunda@gmail.com
20: Kwarisima A Christian  OLD EMAIL: student10@gmail.com -> NEW EMAIL: kwarisima@gmail.com
22: Amina Nansubuga  Brenda  OLD EMAIL: student11@gmail.com -> NEW EMAIL: aminabrenda@gmail.com
23: Brian  Y Odhiambo OLD EMAIL: student12@gmail.com -> NEW EMAIL: brian@gmail.com
24: Keeza  M Uwase  OLD EMAIL: student13@gmail.com -> NEW EMAIL: keeza@gmail.com
30: Amina N Kato OLD EMAIL: student14@gmail.com -> NEW EMAIL: aminakato@gmail.com
31: Moses J Nyirongo OLD EMAIL: student15@gmail.com -> NEW EMAIL: mosesnyirongo@gmail.com
32: Neema N Mwangi OLD EMAIL: student16@gmail.com -> NEW EMAIL: neemamwangi@gmail.com
33: Hamza H Mutabazi OLD EMAIL: student17@gmail.com -> NEW EMAIL: hamza@gmail.com
34: Asha G Abdallah OLD EMAIL: student18@gmail.com -> NEW EMAIL: ashaabdallah@gmail.com
35: Samuel N Oryem OLD EMAIL: student19@gmail.com -> NEW EMAIL: samueloryem@gmail.com
36: Resty K Amongin OLD EMAIL: student20@gmail.com -> NEW EMAIL: restyamongin@gmail.com
37: Hakim L Mshana OLD EMAIL: student21@gmail.com -> NEW EMAIL: hakimmshana@gmail.com
38: Tracy Z Kabagenyi OLD EMAIL: student22@gmail.com -> NEW EMAIL: tracykabagenyi@gmail.com
39: Didier Y Habimana OLD EMAIL: student23@gmail.com -> NEW EMAIL: didierhabimana@gmail.com
40: Zahra G Kakembo OLD EMAIL: student24@gmail.com -> NEW EMAIL: zahra@gmail.com
41: Isaac A Odongo OLD EMAIL: student25@gmail.com -> NEW EMAIL: isaacodongo@gmail.com
42: Neema O Habimana OLD EMAIL: student26@gmail.com -> NEW EMAIL: neemahabimana@gmail.com
43: Hamid G Mugisha OLD EMAIL: student27@gmail.com -> NEW EMAIL: hamid@gmail.com
44: Asha M Bakari OLD EMAIL: student28@gmail.com -> NEW EMAIL: ashabakari@gmail.com
45: Samuel L Oryem OLD EMAIL: student29@gmail.com -> NEW EMAIL: samueloryem2@gmail.com
46: Resty K Amongin OLD EMAIL: student30@gmail.com -> NEW EMAIL: restyamongin2@gmail.com
47: Hakim G Mshana OLD EMAIL: student31@gmail.com -> NEW EMAIL: hakimmshana2@gmail.com
48: Tracy O Kabagenyi OLD EMAIL: student32@gmail.com -> NEW EMAIL: tracykabagenyi2@gmail.com
49: Didier C Habimana OLD EMAIL: student33@gmail.com -> NEW EMAIL: didierhabimana2@gmail.com
50: Lillian E Nabukenya OLD EMAIL: student34@gmail.com -> NEW EMAIL: lilliannabukenya@gmail.com
51: Brian G Odhiambo OLD EMAIL: student35@gmail.com -> NEW EMAIL: brianodhiambo@gmail.com
52: Keza O Uwase OLD EMAIL: student36@gmail.com -> NEW EMAIL: kezauwase@gmail.com
53: Musa O Mukasa OLD EMAIL: student37@gmail.com -> NEW EMAIL: musamukasa@gmail.com
54: Aisha B Bakari OLD EMAIL: student38@gmail.com -> NEW EMAIL: aishabakari@gmail.com
55: Samuel E Oryem OLD EMAIL: student39@gmail.com -> NEW EMAIL: samueloryem3@gmail.com
56: Resty F Amongin OLD EMAIL: student40@gmail.com -> NEW EMAIL: restyamongin3@gmail.com
57: Hakim T Mshana OLD EMAIL: student41@gmail.com -> NEW EMAIL: hakimmshana3@gmail.com
58: Tracy F Kabagenyi OLD EMAIL: student42@gmail.com -> NEW EMAIL: tracykabagenyi3@gmail.com
59: Didier G Habimana OLD EMAIL: student43@gmail.com -> NEW EMAIL: didierhabimana3@gmail.com
60: Fatuma F Kiboneka OLD EMAIL: student44@gmail.com -> NEW EMAIL: fatuma@gmail.com
61: David N Okello OLD EMAIL: student45@gmail.com -> NEW EMAIL: davidokello@gmail.com
62: Grace K Nkurunziza OLD EMAIL: student46@gmail.com -> NEW EMAIL: gracenkurunziza@gmail.com
63: Ibrahim M Mugume OLD EMAIL: student47@gmail.com -> NEW EMAIL: ibrahim@gmail.com
64: Aisha U Juma OLD EMAIL: student48@gmail.com -> NEW EMAIL: aishajuma@gmail.com
65: Patrick Z Luo OLD EMAIL: student49@gmail.com -> NEW EMAIL: patrickluo@gmail.com
66: Rehema U Nabirye OLD EMAIL: student50@gmail.com -> NEW EMAIL: rehemanabirye@gmail.com
67: Hakim X Moshi OLD EMAIL: student51@gmail.com -> NEW EMAIL: hakimmoshi@gmail.com
68: Tracy U Kaberwa OLD EMAIL: student52@gmail.com -> NEW EMAIL: tracykaberwa@gmail.com
69: Didier E Nzabonimpa OLD EMAIL: student53@gmail.com -> NEW EMAIL: didiernzabonimpa@gmail.com
70: Lillian N Nabukenya OLD EMAIL: student54@gmail.com -> NEW EMAIL: lilliannabukenya2@gmail.com
71: Brian D Odhiambo OLD EMAIL: student55@gmail.com -> NEW EMAIL: brianodhiambo2@gmail.com
72: Keza L Uwimana OLD EMAIL: student56@gmail.com -> NEW EMAIL: kezauwimana@gmail.com
73: Musa B Mukasa OLD EMAIL: student57@gmail.com -> NEW EMAIL: musamukasa2@gmail.com
74: Aisha P Bakari OLD EMAIL: student58@gmail.com -> NEW EMAIL: aishabakari2@gmail.com
75: Samuel Z Oryem OLD EMAIL: student59@gmail.com -> NEW EMAIL: samueloryem4@gmail.com
76: Resty N Amongin OLD EMAIL: student60@gmail.com -> NEW EMAIL: restyamongin4@gmail.com
77: Hakim W Mshana OLD EMAIL: student61@gmail.com -> NEW EMAIL: hakimmshana4@gmail.com
78: Tracy D Kabagenyi OLD EMAIL: student62@gmail.com -> NEW EMAIL: tracykabagenyi4@gmail.com
79: Didier P Habimana OLD EMAIL: student63@gmail.com -> NEW EMAIL: didierhabimana4@gmail.com
81: Amirah A Kato OLD EMAIL: student64@gmail.com -> NEW EMAIL: amirah@gmail.com
82: Benard M Okori OLD EMAIL: student65@gmail.com -> NEW EMAIL: benard@gmail.com
83: Chantal N Habimana OLD EMAIL: student66@gmail.com -> NEW EMAIL: chantalhabimana@gmail.com
84: Daniel K Mugisha OLD EMAIL: student67@gmail.com -> NEW EMAIL: danielmugisha@gmail.com
85: Ester J Bakari OLD EMAIL: student68@gmail.com -> NEW EMAIL: esterbakari@gmail.com
86: Francis O Ochieng OLD EMAIL: student69@gmail.com -> NEW EMAIL: francisochieng@gmail.com
87: Grace L Nabirye OLD EMAIL: student70@gmail.com -> NEW EMAIL: gracenabirye@gmail.com
88: Hakim S Moshi OLD EMAIL: student71@gmail.com -> NEW EMAIL: hakimmoshi2@gmail.com
89: Irene M Kabagenyi OLD EMAIL: student72@gmail.com -> NEW EMAIL: irenekabagenyi@gmail.com
90: Jean P Nzabonimpa OLD EMAIL: student73@gmail.com -> NEW EMAIL: jeannzabonimpa@gmail.com
91: Keziah T Nabukenya OLD EMAIL: student74@gmail.com -> NEW EMAIL: keziahnabukenya@gmail.com
92: Leo N Odhiambo OLD EMAIL: student75@gmail.com -> NEW EMAIL: leoodhiambo@gmail.com
